gestao_obras_id;nome_gestao_obras;unidade_gestao_obras;tipo_oleo_gestao_obras;usos;saldo_origem;erp_insumo_id;erp_codigo;erp_nome;erp_unidade;erp_categoria;metodo;confianca;observacao
mr9rz4mjoboj8zw;TERMINAL DIREÇÃO LADO DIREITO;UN;;entradas:2,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): be720733 1335M285 TERMINAL DIREÇÃO DIREITO (un, Peças e componentes) | sugestao: categoria Elétrica (maioria dos insumos do ERP que comecam com TERMINAL), unidade un
mt0kzaw4b6d01;TERMINAL DIREÇÃO LADO ESQUERDO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; terminal esquerdo; ver tambem TERMINAL DIRECAO DIREITO be720733): 7ab946ff 1335M235 TERMINAL ESQUERDO (un, Peças e componentes) | sugestao: categoria Elétrica (maioria dos insumos do ERP que comecam com TERMINAL), unidade un"
ms6lcekrymwvt;TORNEIRA DREN-BUJAO PLUGUE;un;;entradas:3,os_pecas:3,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Hidráulica (maioria dos insumos do ERP que comecam com TORNEIRA), unidade un
ms94yp9p4ja06;TRAVA ARANHA PORCA;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com TRAVA), unidade un
mrwjzx6vlxhb6;TRAVA PINO PATIM FREIO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;"candidato por palavra-chave (revisar; PATIN x PATIM): 0fe98b1e 399 TRAVA PINO PATIN (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com TRAVA), unidade un"
mrwk0jx1vhya4;TUBO FLEX;un;;entradas:1,os_pecas:1,os_oleos:0;0;3149023a-f36a-4606-9669-3cb118885fa4;1335M544PE97;TUBO FLEX;un;Peças e componentes;nome_exato;certa;
mt0i06t91nznm;TUBO INJETOR;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: a90ebf02 60 TUBO INJETOR R - 2128599 (un, Peças e componentes); ca203051 63 TUBO INJETOR R - 2128602 (un, Peças e componentes); b1f5e786 64 TUBO INJETOR R - 2128603 (un, Peças e componentes); 4b08cb53 65 TUBO INJETOR R - 2128604 (un, Peças e componentes); 8f1fe288 62 TUBO INJETOR R -2128601 (un, Peças e componentes) | sugestao: categoria Hidráulica (maioria dos insumos do ERP que comecam com TUBO), unidade un"
mro17fl7jpfey;UNIDADE/ APU COMPLETO CM VALVULA 4 CIRCUITO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; APU): 5a42c168 1335M544PE1 UNIDADE TRAT AR APU AXOR ATEGO (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com UNIDADE), unidade un"
mskhq5cuy6t4u;VALVULA DE TRANSFERENCIA;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): 6b9b287d 1335M544PE148 VALVULA DE TRASNFERENCIA (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com VALVULA), unidade un
mt3ct22d2y7f4;VALVULA FREIO DE MÃO;un;;entradas:1,os_pecas:1,os_oleos:0;0;0f0276b3-7791-401b-8ab2-fd059884d0f3;;VALVULA FREIO DE MÃO;un;Hidráulica;nome_exato;certa;
mrjlsiy0tpmo6;VALVULA RELE FREIO;un;;entradas:5,os_pecas:5,os_oleos:0;0;bcd20cff-8bdd-4537-9259-67bd4aece71e;;VALVULA RELE FREIO;un;Hidráulica;nome_exato;certa;
ms94195x2xrdr;VELA IGNIÇÃO MOTOR;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; vela de ignicao sem modelo na origem): 3cdd87aa 11125 Vela de ignicao MS / FS (un, A classificar); 3b5c39e3 798 Vela de Ignição MS/FS (un, Peças e componentes); 46467bdd 6056 VELA IGNIÇÃO FOX SAVEIRO (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com VELA), unidade un"
